TIME,SST
1957-07-16,18.849695
1957-08-16,18.934698
1957-09-16,18.779987
1957-10-16,18.600681
1957-11-16,18.520323
1957-12-16,18.561857
1958-01-16,18.773043
1958-02-15,18.91747
1958-03-16,18.907682
1958-04-16,18.83202
1958-05-16,18.761667
1958-06-16,18.744482
1958-07-16,18.813156
1958-08-16,18.920292
1958-09-16,18.819496
1958-10-16,18.591543
1958-11-16,18.470987
1958-12-16,18.60762
1959-01-16,18.698242
1959-02-15,18.891766
1959-03-16,18.873512
1959-04-16,18.838062
1959-05-16,18.773636
1959-06-16,18.716541
1959-07-16,18.803074
1959-08-16,18.87455
1959-09-16,18.817524
1959-10-16,18.611946
1959-11-16,18.435493
1959-12-16,18.488989
1960-01-16,18.621761
1960-02-15,18.761826
1960-03-16,18.836025
1960-04-16,18.772274
1960-05-16,18.725779
1960-06-16,18.688648
1960-07-16,18.843706
1960-08-16,18.867786
1960-09-16,18.803043
1960-10-16,18.555595
1960-11-16,18.43321
1960-12-16,18.49396
1961-01-16,18.609198
1961-02-15,18.829588
1961-03-16,18.898417
1961-04-16,18.83866
1961-05-16,18.779074
1961-06-16,18.723362
1961-07-16,18.761396
1961-08-16,18.872425
1961-09-16,18.74542
1961-10-16,18.564518
1961-11-16,18.432547
1961-12-16,18.49264
1962-01-16,18.62772
1962-02-15,18.780073
1962-03-16,18.809105
1962-04-16,18.772346
1962-05-16,18.674547
1962-06-16,18.658033
1962-07-16,18.780813
1962-08-16,18.848917
1962-09-16,18.763868
1962-10-16,18.556362
1962-11-16,18.4203
1962-12-16,18.469158
1963-01-16,18.602962
1963-02-15,18.750755
1963-03-16,18.815113
1963-04-16,18.78413
1963-05-16,18.754606
1963-06-16,18.714851
1963-07-16,18.807657
1963-08-16,18.930864
1963-09-16,18.802322
1963-10-16,18.547722
1963-11-16,18.49772
1963-12-16,18.525694
1964-01-16,18.638538
1964-02-15,18.761992
1964-03-16,18.710112
1964-04-16,18.647913
1964-05-16,18.594694
1964-06-16,18.594273
1964-07-16,18.610085
1964-08-16,18.618397
1964-09-16,18.52067
1964-10-16,18.359568
1964-11-16,18.192118
1964-12-16,18.223381
1965-01-16,18.438993
1965-02-15,18.616257
1965-03-16,18.64238
1965-04-16,18.639977
1965-05-16,18.55726
1965-06-16,18.536242
1965-07-16,18.60073
1965-08-16,18.782532
1965-09-16,18.68936
1965-10-16,18.50553
1965-11-16,18.392427
1965-12-16,18.479462
1966-01-16,18.602861
1966-02-15,18.744768
1966-03-16,18.783123
1966-04-16,18.745424
1966-05-16,18.601145
1966-06-16,18.636648
1966-07-16,18.735859
1966-08-16,18.82706
1966-09-16,18.73533
1966-10-16,18.520132
1966-11-16,18.428808
1966-12-16,18.511385
